Symbol,EPSscore,Compscore
AITR 81 76,
AMPX 17 76,
APPS 35 76,
ARQT 51 76,
AS 81 76,
ASAN 26 76,
AVPT 52 76,
AXIL 35 76,
BAYA 81 76,
BLFS 58 76,
BOKF 81 76,
BRFH 21 76,
BY 65 76,
CLPT 39 76,
CRGO 46 76,
CRTO 89 76,
DKS 88 76,
DNAD 80 76,
ESSA 55 76,
EXC 52 76,
FBK 73 76,
FHB 62 76,
FOA 72 76,
GMAB 79 76,
HAS 64 76,
HCI 30 76,
HEI 94 76,
IDXX 87 76,
IT 93 76,
IVZ 65 76,
JKHY 78 76,
KAI 75 76,
KDP 77 76,
KT 52 76,
KVHI 25 76,
LIANY 26 76,
LSF 64 76,
MSIF 53 76,
MVST 34 76,
NEU 94 76,
NTRA 55 76,
OLLI 73 76,
PDYN 54 76,
PFC 49 76,
PNC 80 76,
PRIM 93 76,
PTON 57 76,
QBTS 40 76,
RNST 52 76,
RVLV 83 76,
SR 51 76,
TGLS 84 76,
USGO 41 76,
VMW 84 76,
WEYS 83 76,
WF 81 76,
ABBV 45 75,
ABL 99 75,
ACR 21 75,
AGMA 71 75,
AIOT 29 75,
ALTM 46 75,
ANSS 92 75,
APD 77 75,
ARQQ 56 75,
AVA 82 75,
BIRK 99 75,
BMRN 97 75,
BRKA 84 75,
CLOV 68 75,
CODI 98 75,
CRC 89 75,
CZNC 71 75,
DRVN 98 75,
DUOT 27 75,
DXCM 64 75,
EGP 62 75,
EW 83 75,
FARO 81 75,
FEMY 31 75,
FNA 13 75,
FRAF 33 75,
FTV 75 75,
GBTG 28 75,
GECC 22 75,
GLAD 57 75,
HEPS 15 75,
HLNE 96 75,
ICL 57 75,
KRMN 81 75,
LANC 63 75,
LFVN 67 75,
LMB 84 75,
MPB 64 75,
NTRP 58 75,
PHIN 86 75,
PL 43 75,
PSBD 83 75,
QSG 58 75,
RXT 33 75,
SAH 53 75,
SEI 12 75,
SENEA 46 75,
SLGN 85 75,
SXI 73 75,
TLF 45 75,
VICR 45 75,
WHD 66 75,
WHG 32 75,
WRAP 73 75,
WTS 80 75,
AGO 84 74,
AHG 62 74,
AMPL 10 74,
ARMK 97 74,
ATGL 2 74,
AWX 81 74,
BBAI 17 74,
BEKE 31 74,
CADL 32 74,
CANG 81 74,
CHRW 86 74,
CIEN 26 74,
COEP 54 74,
COLM 56 74,
DGICB 81 74,
DOYU 4 74,
EGO 95 74,
ELTX 50 74,
EMKR 63 74,
ENTF 81 74,
FAF 73 74,
GAN 74 74,
HBNC 45 74,
HXL 97 74,
ITRG 42 74,
JWEL 47 74,
KIND 28 74,
KNF 76 74,
LADR 71 74,
LGFA 17 74,
LGFB 17 74,
LI 30 74,
MCD 69 74,
MLSS 44 74,
MNPR 45 74,
MO 73 74,
MTZ 68 74,
OMF 28 74,
ORLY 80 74,
PAA 41 74,
PBHC 47 74,
PENG 82 74,
PFX 20 74,
PRO 80 74,
PRSU 76 74,
PRT 49 74,
QSR 72 74,
RBOT 41 74,
RELX 66 74,
RMBI 90 74,
RPID 33 74,
SPFI 72 74,
STC 75 74,
VICI 76 74,
WNEB 66 74,
WYY 51 74,
XERS 39 74,
ACT 82 73,
AEYE 81 73,
AIG 77 73,
ASIX 86 73,
ASUR 13 73,
AVNW 50 73,
AVR 2 73,
BANC 81 73,
BERY 70 73,
BH 37 73,
BHB 73 73,
BROG 81 73,
BTSG 72 73,
BVFL 86 73,
CAN 46 73,
CDNS 98 73,
CDXC 68 73,
CIG 57 73,
CNL 13 73,
COLB 75 73,
DAN 43 73,
EBRB 50 73,
ENB 68 73,
FCNCA 75 73,
FHI 79 73,
FTS 76 73,
HFWA 67 73,
INMD 73 73,
IREN 34 73,
ITGR 65 73,
JYD 38 73,
KMI 66 73,
LZB 59 73,
MESA 67 73,
MET 60 73,
MHH 82 73,
MSDL 70 73,
NEE 78 73,
